energy,beamlet_uuid,output_info.minimum_cutoff,output_info.output_file_idx,output_info.idx_in_output,iso_center,image_file_idx,anatomical_region,beams.gantry_angle,beams.rays.ray_source,beams.rays.ray_target
75.1442,bd932280-2a1f-58bd-9cfd-56c77253e5ae,9.033798398366529e-07,3,9,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 30.11]","[-40.42850311817938, -5.780699064059604, 30.11]"
83.1266,45e93dbd-2d6f-5f70-9456-327af5d2bc90,1.0888626671573798e-06,3,10,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 30.11]","[-40.42850311817938, -5.780699064059604, 30.11]"
85.6587,369e9288-30c4-5176-b0bf-23dae2a91b8d,1.0513015908523134e-06,3,11,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 30.11]","[-40.42850311817938, -5.780699064059604, 30.11]"
66.4468,ef61b804-de18-5788-972e-2eb679eeb220,9.898526885896825e-07,3,12,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 33.11]","[-40.42850311817938, -5.780699064059604, 33.11]"
72.3349,027ba80a-6275-5334-a822-9ad9ce312d80,8.969616566410368e-07,3,13,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 33.11]","[-40.42850311817938, -5.780699064059604, 33.11]"
85.6587,08ec1632-090c-5f01-bab5-6a802b94e658,1.016951325492587e-06,3,14,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 33.11]","[-40.42850311817938, -5.780699064059604, 33.11]"
66.4468,6f9ea91d-694d-51cc-ae32-04d18146dc2f,7.668722334047009e-07,3,15,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 36.11]","[-40.42850311817938, -5.780699064059604, 36.11]"
69.4389,ef1db45e-d5ce-5c3b-a249-2ac5f844dd3d,9.52632439069859e-07,3,16,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 36.11]","[-40.42850311817938, -5.780699064059604, 36.11]"
56.7659,3956d52a-7cbd-5072-86ea-884ea1232f81,1.063170193281392e-06,3,17,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 39.11]","[-40.42850311817938, -5.780699064059604, 39.11]"
66.4468,2889d1a1-0991-51b4-bae3-2b80dff8903b,7.964228316382377e-07,3,18,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 39.11]","[-40.42850311817938, -5.780699064059604, 39.11]"
69.4389,d3f0d845-3f36-50ef-8462-e2908c44bf2a,9.25546167245208e-07,3,19,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 39.11]","[-40.42850311817938, -5.780699064059604, 39.11]"
53.2453,6fad46e9-c910-5c9d-8062-4ed6ce32ac51,9.510927564816595e-07,3,20,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 42.11]","[-40.42850311817938, -5.780699064059604, 42.11]"
66.4468,58581a07-dbe0-537e-beb5-108e69ab5413,7.648436259074735e-07,3,21,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 42.11]","[-40.42850311817938, -5.780699064059604, 42.11]"
69.4389,cb1b0ead-e840-5ff7-b45a-63e268de6b8e,9.702001515308343e-07,3,22,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 42.11]","[-40.42850311817938, -5.780699064059604, 42.11]"
49.5354,2a4fc625-b434-5830-930e-69669d1048ac,9.079250752115895e-07,3,23,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 45.11]","[-40.42850311817938, -5.780699064059604, 45.11]"
66.4468,487c71d1-fd1a-5611-a8d0-62837ca0e58e,1.0177057769690766e-06,3,24,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 45.11]","[-40.42850311817938, -5.780699064059604, 45.11]"
69.4389,42336631-0df1-50c8-981f-f0338e09dc4f,8.761337362808103e-07,3,25,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 45.11]","[-40.42850311817938, -5.780699064059604, 45.11]"
72.3349,b8bb01f3-de2d-5428-9c82-1d410f1c7d08,1.0109993860227683e-06,3,26,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 45.11]","[-40.42850311817938, -5.780699064059604, 45.11]"
49.5354,3af164cd-719d-5d9b-8819-b30ad6df3870,9.513727133860486e-07,3,27,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 48.11]","[-40.42850311817938, -5.780699064059604, 48.11]"
66.4468,e54f42e7-0ae2-54f6-b4f0-996a55953583,9.686452165162402e-07,3,28,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 48.11]","[-40.42850311817938, -5.780699064059604, 48.11]"
69.4389,46186b9e-31a6-56b6-86c4-c680ef42c611,7.239548650136159e-07,3,29,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 48.11]","[-40.42850311817938, -5.780699064059604, 48.11]"
72.3349,ca20974b-31b5-5e9d-84d6-c7d812ba2576,8.659194995090276e-07,3,30,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 48.11]","[-40.42850311817938, -5.780699064059604, 48.11]"
75.1442,679401e2-590e-5504-bd84-e9878aa9e6e1,8.934214122625276e-07,3,31,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 48.11]","[-40.42850311817938, -5.780699064059604, 48.11]"
66.4468,100852db-9369-54cc-9d53-3bfbf7e7be3a,8.177989170628235e-07,3,32,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 51.11]","[-40.42850311817938, -5.780699064059604, 51.11]"
69.4389,35d294ab-484b-51b3-a896-d849a08f6623,9.898773561987136e-07,3,33,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 51.11]","[-40.42850311817938, -5.780699064059604, 51.11]"
72.3349,4730e188-f987-56ce-9fcb-8a3f54f86aeb,9.58121748511156e-07,3,34,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 51.11]","[-40.42850311817938, -5.780699064059604, 51.11]"
63.3471,2c42d822-bfef-5727-9dd0-60c1ea9a9095,7.374879543118286e-07,4,0,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-679.63, -774.82, 54.11]","[-40.42850311817938, -5.780699064059604, 54.11]"
75.1442,8741a487-50e9-579e-986c-9f9cbb02571d,8.836603069409787e-07,4,1,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-677.33, -776.74, 30.11]","[-38.128503118179424, -7.700699064059563, 30.11]"
85.6587,33240814-043d-536d-8554-c26e4d63315c,1.1428209571425044e-06,4,2,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-677.33, -776.74, 30.11]","[-38.128503118179424, -7.700699064059563, 30.11]"
88.1344,a56a90c6-c04d-5cd4-8211-44b11d7bc362,9.740623414042926e-07,4,3,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-677.33, -776.74, 30.11]","[-38.128503118179424, -7.700699064059563, 30.11]"
56.7659,6d6b6fc9-fe3b-587a-b7bd-cc2e99b3290b,1.0127649328149741e-06,4,4,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-677.33, -776.74, 39.11]","[-38.128503118179424, -7.700699064059563, 39.11]"
66.4468,aa9d4c5e-f3e1-57a4-88a5-e0e3cae45f1c,1.0995434932476287e-06,4,5,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-677.33, -776.74, 39.11]","[-38.128503118179424, -7.700699064059563, 39.11]"
66.4468,2a778e30-525f-5249-8b11-583471583c64,8.423553485953043e-07,4,6,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-677.33, -776.74, 42.11]","[-38.128503118179424, -7.700699064059563, 42.11]"
66.4468,af2222c6-dc5a-5b96-b1ae-5c8179eecf63,9.71590661384224e-07,4,7,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-677.33, -776.74, 45.11]","[-38.128503118179424, -7.700699064059563, 45.11]"
72.3349,aa6d2327-9964-58ae-a6d1-8c182f576a9b,7.318437628413064e-07,4,8,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-677.33, -776.74, 48.11]","[-38.128503118179424, -7.700699064059563, 48.11]"
66.4468,b3b79d06-29e1-558a-9deb-40d6e78df8a9,1.060420206254324e-06,4,9,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-677.33, -776.74, 51.11]","[-38.128503118179424, -7.700699064059563, 51.11]"
69.4389,f0117198-133d-5eaf-a2ef-04c0eafce09b,8.319156632549379e-07,4,10,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-677.33, -776.74, 51.11]","[-38.128503118179424, -7.700699064059563, 51.11]"
72.3349,615d9620-eb89-5d7d-8d28-c09cb19540b1,7.501805840922729e-07,4,11,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-677.33, -776.74, 51.11]","[-38.128503118179424, -7.700699064059563, 51.11]"
75.1442,aed90c1d-2493-564f-ad60-a0caa4ed36f3,9.37403392010889e-07,4,12,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-677.33, -776.74, 51.11]","[-38.128503118179424, -7.700699064059563, 51.11]"
63.3471,753bc247-7c07-5b93-9e64-c51b82cd7dd8,6.94959479708378e-07,4,13,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-677.33, -776.74, 54.11]","[-38.128503118179424, -7.700699064059563, 54.11]"
66.4468,a8eacac5-7980-5abf-8f82-96d19d5849df,7.684262579071169e-07,4,14,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-677.33, -776.74, 54.11]","[-38.128503118179424, -7.700699064059563, 54.11]"
56.7659,6ed96483-b066-5a03-941d-a2711ef99e60,9.689672294850375e-07,4,15,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-677.33, -776.74, 60.11]","[-38.128503118179424, -7.700699064059563, 60.11]"
72.3349,dd4ca804-e2d0-52cd-af5b-c5679b664696,8.447695458359014e-07,4,16,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-675.03, -778.67, 30.11]","[-35.828503118179356, -9.630699064059513, 30.11]"
75.1442,d834371d-085d-5f7b-a7d6-5ecdab891ed4,1.1590869197112647e-06,4,17,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-675.03, -778.67, 30.11]","[-35.828503118179356, -9.630699064059513, 30.11]"
88.1344,0cd5f420-e912-5db5-8f8d-2cd48a2800ac,1.2877418161360337e-06,4,18,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-675.03, -778.67, 30.11]","[-35.828503118179356, -9.630699064059513, 30.11]"
75.1442,c9aeb02a-16aa-5b27-88f0-a761326029a8,1.0822663340560857e-06,4,19,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-675.03, -778.67, 33.11]","[-35.828503118179356, -9.630699064059513, 33.11]"
56.7659,553af3ce-76a9-5c38-bada-e459553ce96a,1.0684921071635062e-06,4,20,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-675.03, -778.67, 39.11]","[-35.828503118179356, -9.630699064059513, 39.11]"
53.2453,0363be8d-5e89-5613-826c-f88927cf655e,7.673246135423772e-07,4,21,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-675.03, -778.67, 42.11]","[-35.828503118179356, -9.630699064059513, 42.11]"
88.1344,232ebf5a-2e27-55b9-81c2-273b72826dcb,9.741818570457625e-07,4,22,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-675.03, -778.67, 42.11]","[-35.828503118179356, -9.630699064059513, 42.11]"
85.6587,bf28f94f-6879-5652-846e-58f6a419f090,1.2284188091580414e-06,4,23,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-675.03, -778.67, 45.11]","[-35.828503118179356, -9.630699064059513, 45.11]"
49.5354,f87f4337-c990-599d-8308-329a7a0b933a,8.360435349019233e-07,4,24,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-675.03, -778.67, 48.11]","[-35.828503118179356, -9.630699064059513, 48.11]"
75.1442,0a39ed16-8823-585d-8a54-9a82b08ef402,8.119421411754902e-07,4,25,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-675.03, -778.67, 51.11]","[-35.828503118179356, -9.630699064059513, 51.11]"
77.8749,9caff646-340a-56b0-be5a-a3edc0c4bebc,8.886143851211918e-07,4,26,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-675.03, -778.67, 51.11]","[-35.828503118179356, -9.630699064059513, 51.11]"
63.3471,efcc2eb1-8d40-5ecc-811d-553ad9d283dc,8.015890699618414e-07,4,27,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-675.03, -778.67, 54.11]","[-35.828503118179356, -9.630699064059513, 54.11]"
66.4468,639259fb-e06d-5a36-b1da-8c7a1726a40a,8.693569150543919e-07,4,28,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-675.03, -778.67, 54.11]","[-35.828503118179356, -9.630699064059513, 54.11]"
69.4389,0db8aba7-ac5a-598a-8634-d226e01c7d85,8.16099249790066e-07,4,29,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-675.03, -778.67, 54.11]","[-35.828503118179356, -9.630699064059513, 54.11]"
75.1442,3fd24c21-7b98-5293-a5a2-cc13ed16fcf1,1.270933482367583e-06,4,30,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-672.74, -780.6, 30.11]","[-33.53850311817939, -11.560699064059577, 30.11]"
77.8749,eec7e877-7f40-5d2a-8de4-2546fd5a820c,9.023912808121934e-07,4,31,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-672.74, -780.6, 30.11]","[-33.53850311817939, -11.560699064059577, 30.11]"
88.1344,cf9976cd-6753-5d98-a65a-05bcb286093c,1.2472339833534393e-06,4,32,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-672.74, -780.6, 30.11]","[-33.53850311817939, -11.560699064059577, 30.11]"
90.5576,1cc0a2c1-4560-5501-abbb-356d19e27e6c,1.2504092908337739e-06,4,33,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-672.74, -780.6, 30.11]","[-33.53850311817939, -11.560699064059577, 30.11]"
75.1442,0a8b8070-03d7-5403-bd46-d326ecfa6b40,1.0646863877796466e-06,4,34,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-672.74, -780.6, 33.11]","[-33.53850311817939, -11.560699064059577, 33.11]"
60.1259,a5997fd3-d71e-5bbc-aced-7c1ac44f853c,8.20475898407972e-07,5,0,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-672.74, -780.6, 36.11]","[-33.53850311817939, -11.560699064059577, 36.11]"
85.6587,e382c21a-e31f-5fba-8b06-be84491c833e,9.220897188026664e-07,5,1,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-672.74, -780.6, 42.11]","[-33.53850311817939, -11.560699064059577, 42.11]"
88.1344,bbcc055a-7a56-5182-b70e-e67e2adf2bf2,1.3120680119483667e-06,5,2,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-672.74, -780.6, 42.11]","[-33.53850311817939, -11.560699064059577, 42.11]"
85.6587,98fa9888-d1ce-50d7-91e6-c6ee8ca8ae8e,1.1529033162045241e-06,5,3,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-672.74, -780.6, 45.11]","[-33.53850311817939, -11.560699064059577, 45.11]"
88.1344,db8ab5dc-be86-5057-a493-b3121460f434,9.571002791013193e-07,5,4,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-672.74, -780.6, 45.11]","[-33.53850311817939, -11.560699064059577, 45.11]"
83.1266,2cd69d1f-a536-5704-89a2-8b0d1ce609cf,1.0472860011848277e-06,5,5,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-672.74, -780.6, 48.11]","[-33.53850311817939, -11.560699064059577, 48.11]"
77.8749,6605ecc6-1fd4-5cbd-8f94-b75be9584e2b,9.856464825971616e-07,5,6,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-672.74, -780.6, 51.11]","[-33.53850311817939, -11.560699064059577, 51.11]"
80.5337,1f3b1adf-f9f5-523c-b880-10b1d722b17a,9.823452827254573e-07,5,7,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-672.74, -780.6, 51.11]","[-33.53850311817939, -11.560699064059577, 51.11]"
72.3349,4dd1aff9-50a9-50ad-94ef-e4084a0f8aa4,7.769335969937731e-07,5,8,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-672.74, -780.6, 54.11]","[-33.53850311817939, -11.560699064059577, 54.11]"
56.7659,26b06d35-b137-5246-acff-865f640a98e1,1.078961052125776e-06,5,9,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-672.74, -780.6, 60.11]","[-33.53850311817939, -11.560699064059577, 60.11]"
77.8749,33ffd35f-7b2b-596f-8ff1-74bf67866b21,9.221377283476138e-07,5,10,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-670.44, -782.53, 30.11]","[-31.238503118179437, -13.490699064059527, 30.11]"
88.1344,72b3e668-2687-5256-b15c-09a3d80c4f09,1.176451073819782e-06,5,11,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-670.44, -782.53, 30.11]","[-31.238503118179437, -13.490699064059527, 30.11]"
90.5576,e72fdec1-08cc-53f6-9e6d-418d744d1c5a,1.312071734151873e-06,5,12,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-670.44, -782.53, 30.11]","[-31.238503118179437, -13.490699064059527, 30.11]"
77.8749,40141185-c783-53ca-bb35-b4d47d9862e8,8.617546535792108e-07,5,13,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-670.44, -782.53, 33.11]","[-31.238503118179437, -13.490699064059527, 33.11]"
88.1344,0673c301-3f66-5d7e-80c3-09fc99ea5a70,9.696811383085072e-07,5,14,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-670.44, -782.53, 33.11]","[-31.238503118179437, -13.490699064059527, 33.11]"
85.6587,8a603e01-da97-5ae6-8f5c-a39049c22e76,8.847329976312047e-07,5,15,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-670.44, -782.53, 42.11]","[-31.238503118179437, -13.490699064059527, 42.11]"
88.1344,c71ef6ab-1c3f-5045-ab93-98d12ef4ce59,1.0413111651491583e-06,5,16,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-670.44, -782.53, 42.11]","[-31.238503118179437, -13.490699064059527, 42.11]"
85.6587,5a722fab-fccd-57d4-97f9-8e53c84109ff,1.2154990541502603e-06,5,17,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-670.44, -782.53, 45.11]","[-31.238503118179437, -13.490699064059527, 45.11]"
88.1344,6d79825d-0bed-50b2-9eaa-ead86351d809,1.3312353448981975e-06,5,18,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-670.44, -782.53, 45.11]","[-31.238503118179437, -13.490699064059527, 45.11]"
83.1266,c0b4f7ba-9ebd-5a6e-9664-f1b514946f04,9.207374802068624e-07,5,19,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-670.44, -782.53, 48.11]","[-31.238503118179437, -13.490699064059527, 48.11]"
77.8749,41c561c8-4e65-52af-9fec-6dab4f513afd,9.080105292765479e-07,5,20,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-670.44, -782.53, 51.11]","[-31.238503118179437, -13.490699064059527, 51.11]"
80.5337,fded745f-508c-5928-b48b-cf706bd0ff61,9.021632165397171e-07,5,21,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-670.44, -782.53, 51.11]","[-31.238503118179437, -13.490699064059527, 51.11]"
75.1442,96206431-1f48-5667-83c3-9e55ad678f9d,1.0719872531014624e-06,5,22,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-670.44, -782.53, 54.11]","[-31.238503118179437, -13.490699064059527, 54.11]"
63.3471,53407e42-4014-5924-b53a-1907469ebabb,8.957073959604057e-07,5,23,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-670.44, -782.53, 57.11]","[-31.238503118179437, -13.490699064059527, 57.11]"
56.7659,08cf6b26-5648-553f-8bda-915f223e6846,9.845909604053242e-07,5,24,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-670.44, -782.53, 60.11]","[-31.238503118179437, -13.490699064059527, 60.11]"
80.5337,40c70103-7e94-5fe7-b143-c2155836b162,9.662990482196518e-07,5,25,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-668.14, -784.46, 30.11]","[-28.93850311817937, -15.42069906405959, 30.11]"
85.6587,0dd81f76-3130-527f-851b-53a282a2f155,1.3278719887070278e-06,5,26,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-668.14, -784.46, 30.11]","[-28.93850311817937, -15.42069906405959, 30.11]"
77.8749,a0ed9b18-04a6-5fbd-95e0-14366547d429,9.366754210335678e-07,5,27,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-668.14, -784.46, 33.11]","[-28.93850311817937, -15.42069906405959, 33.11]"
88.1344,369083f5-31a1-58c2-b412-37bb1418292b,1.123867923380067e-06,5,28,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-668.14, -784.46, 33.11]","[-28.93850311817937, -15.42069906405959, 33.11]"
85.6587,1cf698f5-8c05-5d86-9a5d-1e448a954058,1.0699516902243765e-06,5,29,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-668.14, -784.46, 45.11]","[-28.93850311817937, -15.42069906405959, 45.11]"
88.1344,3046298d-5800-5cbf-90f9-4d85c0491791,9.477736428885262e-07,5,30,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-668.14, -784.46, 45.11]","[-28.93850311817937, -15.42069906405959, 45.11]"
83.1266,30c94f41-d1da-5780-ac3c-b46d522faf6f,8.912863117946656e-07,5,31,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-668.14, -784.46, 48.11]","[-28.93850311817937, -15.42069906405959, 48.11]"
77.8749,34c826e3-65a1-5954-90ca-133f60d473cc,1.070045568539518e-06,5,32,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-668.14, -784.46, 51.11]","[-28.93850311817937, -15.42069906405959, 51.11]"
80.5337,eabc4097-bd77-5fa6-833f-bd3821a04489,1.2069692204950977e-06,5,33,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-668.14, -784.46, 51.11]","[-28.93850311817937, -15.42069906405959, 51.11]"
63.3471,e592bee4-7482-5d31-a7ac-0c5874bb67f9,9.056328051124569e-07,5,34,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-668.14, -784.46, 57.11]","[-28.93850311817937, -15.42069906405959, 57.11]"
56.7659,df30cf58-805e-5907-b9be-3d953cbcff9a,9.569554677507099e-07,6,0,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-668.14, -784.46, 60.11]","[-28.93850311817937, -15.42069906405959, 60.11]"
77.8749,b3e575c3-1d7b-5aec-aff1-f21041a99586,9.068787569425782e-07,6,1,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-665.84, -786.39, 33.11]","[-26.638503118179415, -17.35069906405954, 33.11]"
77.8749,0de48bd0-4b20-5427-ada4-3a60faf3a930,9.91017179687313e-07,6,2,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-665.84, -786.39, 51.11]","[-26.638503118179415, -17.35069906405954, 51.11]"
77.8749,77719306-e00b-5056-9975-0a6d456d0342,8.823003163393292e-07,6,3,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-663.54, -788.31, 36.11]","[-24.338503118179347, -19.2706990640595, 36.11]"
83.1266,bf60f7df-c3de-592a-829e-5e3cef333be9,1.0713316895525586e-06,6,4,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-663.54, -788.31, 36.11]","[-24.338503118179347, -19.2706990640595, 36.11]"
85.6587,93d608fc-aeb9-5e4d-ac56-a1c5a10d6233,9.318787436260017e-07,6,5,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-663.54, -788.31, 39.11]","[-24.338503118179347, -19.2706990640595, 39.11]"
83.1266,4000607f-1893-5f23-aa6c-c9c37f83ba52,1.2312446766943671e-06,6,6,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-663.54, -788.31, 42.11]","[-24.338503118179347, -19.2706990640595, 42.11]"
77.8749,4f78bf52-76e3-505f-a72a-03b84a833b18,1.16683419441385e-06,6,7,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-663.54, -788.31, 48.11]","[-24.338503118179347, -19.2706990640595, 48.11]"
53.2453,864300b8-5659-5466-a476-d5ef228e32d2,7.900201474300765e-07,6,8,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-663.54, -788.31, 51.11]","[-24.338503118179347, -19.2706990640595, 51.11]"
69.4389,96165a0e-5fb4-55d2-93f5-a8929f417531,8.913514614814705e-07,6,9,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-663.54, -788.31, 54.11]","[-24.338503118179347, -19.2706990640595, 54.11]"
56.7659,c73e30a0-399c-53b7-bdd2-b96adb36bada,7.749757936468223e-07,6,10,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-663.54, -788.31, 57.11]","[-24.338503118179347, -19.2706990640595, 57.11]"
75.1442,b80ea272-09e0-5e4e-bf9d-bb3310881f2b,1.0310908655520588e-06,6,11,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-661.24, -790.24, 36.11]","[-22.038503118179392, -21.200699064059563, 36.11]"
77.8749,83a4bbe8-3537-5e50-8bf6-ac737906eb9d,9.942259884925272e-07,6,12,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-661.24, -790.24, 36.11]","[-22.038503118179392, -21.200699064059563, 36.11]"
80.5337,ecc2fc76-9111-5b81-8e9e-ceda7bee3ebc,8.56852993475324e-07,6,13,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-661.24, -790.24, 36.11]","[-22.038503118179392, -21.200699064059563, 36.11]"
83.1266,18a270b8-6d67-5d17-897c-cbcf2ce99149,1.170066821192385e-06,6,14,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-661.24, -790.24, 36.11]","[-22.038503118179392, -21.200699064059563, 36.11]"
69.4389,8257db2c-4e3d-5236-ae57-458cd791c7e2,8.527763376270471e-07,6,15,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-661.24, -790.24, 39.11]","[-22.038503118179392, -21.200699064059563, 39.11]"
72.3349,d86c781f-7129-5f7a-a46e-0816dce71f43,1.0427972989068734e-06,6,16,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-661.24, -790.24, 39.11]","[-22.038503118179392, -21.200699064059563, 39.11]"
75.1442,189f997d-ab48-5d82-978f-e15e4f673123,9.636241398407636e-07,6,17,"[-29.948, -14.556, 45.1108]",0,abdominal,320.0,"[-661.24, -790.24, 39.11]","[-22.038503118179392, -21.200699064059563, 39.11]"
